match_id,victor_team,radiant_team,dire_team
5206719625,Dire,94-20-6-101-38,4-87-112-23-96
5188363980,Radiant,91-49-16-106-25,53-15-100-12-13
5195372233,Dire,86-106-102-120-53,40-98-64-15-47
5201375658,Dire,6-107-22-31-20,54-46-83-25-51
5203084179,Dire,20-5-51-94-65,12-55-31-103-25
5187603911,Radiant,47-5-6-14-20,4-13-51-106-87
5184234170,Radiant,20-13-28-70-91,1-52-104-37-87
5213418988,Radiant,25-126-103-89-86,84-107-94-128-6
5196281534,Radiant,106-8-100-3-36,12-45-25-90-51
5181912421,Dire,25-31-47-106-102,119-55-129-69-87
5183307652,Radiant,57-97-13-44-51,5-52-83-21-93
5203147669,Radiant,57-97-44-103-111,22-28-75-65-89
5186992837,Dire,100-99-86-93-52,23-40-103-47-85
5207813895,Radiant,78-5-45-19-54,75-6-23-52-83
5201963828,Dire,102-46-36-87-65,108-31-11-4-112
5188474118,Radiant,52-64-19-32-102,15-96-86-25-93
5199974507,Dire,30-32-27-49-57,87-100-22-4-72
5218214630,Radiant,31-95-101-21-17,6-46-16-62-3
5192122092,Radiant,68-103-41-86-49,91-70-17-79-16
5192589306,Radiant,41-103-38-70-13,93-98-21-64-86
5194137757,Dire,17-12-47-50-26,11-56-14-69-19
5195037405,Dire,70-79-19-46-119,96-103-45-54-86
5214004153,Radiant,74-75-54-28-68,16-121-10-84-98
5194231613,Dire,106-54-112-69-13,102-74-6-110-53
5199070708,Dire,83-14-68-11-6,31-41-51-39-85
5198835778,Radiant,17-107-93-87-69,84-54-86-21-102
5192428411,Dire,69-10-56-51-111,40-25-23-7-15
5214926617,Radiant,31-8-9-13-25,81-90-26-19-49
5194161132,Radiant,10-40-86-19-17,41-13-22-85-87
5196567485,Dire,11-12-83-86-69,25-41-31-57-49
5221038451,Radiant,108-114-112-74-87,103-69-47-86-12
5187169674,Radiant,102-86-65-95-11,100-91-37-46-12
5184024516,Dire,28-57-103-40-25,2-19-86-9-47
5183994936,Dire,100-4-61-104-87,23-119-28-15-47
5186916957,Dire,19-97-17-68-44,104-40-7-52-5
5181798040,Dire,28-43-19-112-4,83-80-16-87-106
5219739898,Dire,31-104-8-100-74,102-63-87-113-3
5207853264,Radiant,5-10-19-69-13,121-49-83-86-12
5185740571,Dire,25-16-6-46-84,12-58-5-86-7
5219492200,Radiant,106-87-19-25-126,103-6-11-51-90
5183065418,Radiant,26-19-47-101-95,51-44-104-86-13
5221443165,Dire,86-54-126-87-69,41-45-121-2-27
5197559924,Radiant,112-69-102-13-15,87-97-104-86-52
5198366053,Dire,83-73-11-51-55,17-109-13-102-68
5213496691,Radiant,103-69-74-102-54,104-6-112-87-39
5198292041,Radiant,31-106-103-92-40,69-13-86-5-12
5209202040,Dire,58-112-13-12-97,16-26-93-52-91
5196320635,Radiant,87-31-41-46-7,16-8-121-25-45
5220397444,Dire,38-41-121-82-31,28-54-51-52-5
5181326293,Radiant,25-26-54-14-4,21-64-41-49-100
5212283963,Radiant,15-4-76-103-87,112-96-6-98-83
5193686208,Dire,102-5-16-17-12,69-79-11-93-9
5187220644,Radiant,74-97-86-114-20,120-21-72-46-87
5187007683,Radiant,15-104-84-65-27,69-100-13-6-30
5220367363,Dire,114-13-112-111-98,46-48-31-83-65
5201319742,Radiant,2-83-5-11-10,85-93-64-120-57
5215202612,Radiant,83-17-12-87-13,6-46-31-86-16
5194743733,Dire,86-54-39-108-69,12-102-65-7-21
5194508071,Dire,120-68-74-19-91,83-112-10-7-63
5185874840,Radiant,101-76-31-41-19,11-30-10-25-120
5197687962,Radiant,79-104-4-25-46,32-64-114-101-2
5198215403,Radiant,97-106-55-83-31,112-76-4-86-57
5190761237,Dire,95-91-27-47-102,7-54-68-15-100
5192356276,Dire,15-57-87-51-4,96-76-71-41-25
5181143459,Radiant,46-99-28-86-90,59-79-27-54-22
5190725378,Radiant,12-27-40-107-99,41-5-22-7-104
5188406860,Radiant,112-87-97-93-102,104-76-13-86-79
5182708481,Dire,19-87-96-21-86,6-49-20-99-90
5188367222,Radiant,51-93-13-86-31,63-98-100-16-30
5210251604,Dire,58-26-102-41-46,86-52-31-6-16
5181907977,Radiant,40-27-53-14-74,100-47-28-54-31
5185668720,Dire,6-101-99-2-20,31-21-91-45-41
5213845010,Dire,20-86-57-76-97,25-92-112-69-15
5188328640,Dire,129-100-76-6-110,102-32-79-46-31
5212394371,Dire,113-89-96-13-31,11-70-83-104-110
5199380246,Radiant,93-106-13-31-108,83-52-12-86-16
5189654147,Dire,31-100-6-46-52,65-25-95-57-86
5215225277,Radiant,32-87-16-52-93,86-6-126-10-31
5187140134,Radiant,22-51-15-11-103,96-86-47-46-107
5220945849,Dire,61-86-104-84-4,96-13-41-3-47
5191935627,Radiant,106-53-31-87-21,64-104-83-6-17
5203154643,Dire,92-108-65-36-75,93-59-31-16-110
5197470877,Dire,11-41-64-31-28,5-93-57-22-86
5194276881,Radiant,63-5-102-64-35,87-129-93-76-103
5200178842,Dire,46-13-38-93-51,114-27-100-54-68
5193746865,Dire,95-11-26-91-28,54-68-13-31-87
5194469346,Dire,90-25-69-54-86,106-102-65-7-21
5212357183,Dire,106-61-87-101-104,54-25-6-31-51
5181710159,Dire,20-76-83-16-93,86-27-10-104-7
5199124519,Radiant,57-17-6-87-120,53-11-7-31-15
